"CID","FeatureHydrophobeCount3D","HBondAcceptorCount","HBondDonorCount","IsomericSMILES","MolecularWeight","drug_class"
"9589470","NA","12","3","CC1=C(SC=N1)/C=C/C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O.[Na+]","529.56","antiinfective"
"9588170","NA","13","3","CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O","485.487","multi"
"9578507","NA","12","3","C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N/O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7","769.973","antiinfective"
"9577021","NA","6","0","C1C(=O)N=C(N1/N=C/C=C/C2=CC=C(O2)[N+](=O)[O-])[O-].[K+]","302.287","antiinfective"
"9574343","1.0","5","0","CCO/N=C(/C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=C[N+](=C3C)[O-])C)C)\C4=CC=C(C=C4)Br","557.533","antiinfective"
"9571107","0.0","10","2","CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F","389.387","multi"
"9571075","NA","12","5","C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O.O.Cl.[Cl-]","571.489","antiinfective"
"9571074","0.0","12","3","CC1=C(SC=N1)/C=C\C2=C(N3[C@@H](C(C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O","506.57","antiinfective"
"9571062","0.0","7","1","C1C(=O)N(C(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-])CO","268.185","antiinfective"
"9571041","0.0","6","3","CC1=C(OC(=N1)N/C(=N/S(=O)(=O)C2=CC=C(C=C2)N)/N)C","309.344","antiinfective"
"9571037","1.0","1","3","CC(C)N=C(N)/N=C(\N)/NC1=CC(=C(C=C1)Cl)Cl","288.176","antiinfective"
"9571016","NA","2","8","C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.Cl.Cl","578.368","antiinfective"
"9570985","NA","14","2","CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+].[Na+]","598.535","antiinfective"
"9570757","0.0","14","3","CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O","511.55","antiinfective"
"9570638","0.0","7","3","COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N/C(=N\C(=O)OC)/NC(=O)OC","446.478","antiinfective"
"9570438","0.0","3","2","C1=CC(=CC=C1/C=N/N/C(=N/N=C/C2=CC=C(C=C2)Cl)/N)Cl","334.204","antiinfective"
"9570437","NA","3","3","C1=CC(=CC=C1/C=[NH+]/N/C(=N/N=C/C2=CC=C(C=C2)Cl)/N)Cl.[Cl-]","370.662","antiinfective"
"9570076","NA","1","4","CC(C)N=C(N)/N=C(\N)/NC1=CC=C(C=C1)Cl.Cl","290.192","antiinfective"
"9568617","1.0","11","3","C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]","435.426","antiinfective"
"9568512","0.0","3","3","CC(=O)NC1=CC=C(C=C1)/C=N/NC(=S)N","236.293","antiinfective"
"9567573","NA","17","5","CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O","837.058","antiinfective"
"9562059","NA","6","8","CC(=O)O.CC(=O)O.C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl","625.556","antiinfective"
"9556529","NA","6","1","C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]","492.134","antiinfective"
"9553856","0.0","8","0","C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]","324.293","antiinfective"
"9552081","NA","16","18","C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O","897.762","multi"
"9552079","1.0","2","6","C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl","505.452","antiinfective"
"9549174","NA","12","3","CC[C@@H]1C=C(C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC)C)C","792.02","antiinfective"
"9548903","NA","4","4","C1=CC(=C(C=C1[As]=[As]C2=CC(=C(C=C2)O)[NH3+])[NH3+])O.[Cl-].[Cl-]","438.999","antiinfective"
"7240495","0.0","12","2","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/C3=CSC(=N3)N)SC1)C(=O)[O-]","454.452","antiinfective"
"7163177","1.0","3","2","C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O","456.711","multi"
"7048634","0.0","8","1","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-]","395.424","antiinfective"
"6992020","0.0","4","0","C[C@H]1[C@H](O1)P(=O)([O-])[O-]","136.043","antiinfective"
"6957610","1.0","3","1","C=C[C@@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O","294.398","antiinfective"
"6918632","NA","16","0","C[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC(C)C)C)CC2=CC=C(C=C2)N3CCOCC3)CC(C)C)C)C)CC(C)C)C)CC4=CC=C(C=C4)N5CCOCC5)CC(C)C)C","1119.408","antiinfective"
"6918617","1.0","3","1","CC1=C(NC(=NC1=O)N(C)C)C(C)C2=C(C=CC=C2F)F","293.318","antiinfective"
"6918498","NA","3","3","CC1(N=C(N=C(N1OCCCOC2=CC(=C(C=C2Cl)Cl)Cl)N)N)C.Br","475.593","antiinfective"
"6918483","0.0","5","1","C[C@@H]1CC[C@H]2[C@H](C(O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C","284.352","antiinfective"
"6918438","0.0","16","4","CC1=C(OC(=O)O1)COC(=O)N2CC[C@H](C2)N3CC/C(=C\C4=C(N5[C@@H]([C@@H](C5=O)NC(=O)/C(=C\6/NSC(=N6)N)/N=O)SC4)C(=O)O)/C3=O","690.659","antiinfective"
"6918430","0.0","12","5","C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=C\5/NSC(=N5)N)/N=O)SC3)C(=O)O)/C2=O","534.566","antiinfective"
"6918203","NA","9","3","C1CC12CN(C[C@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)[C@@H]5C[C@@H]5F)F.O","427.833","multi"
"6918202","NA","10","4","CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F.O.O","425.457","multi"
"6918120","NA","17","14","CCCCCCCCOC1=CC=C(C=C1)C(=O)N[C@H]2C[C@H]([C@H](NC(=O)[C@@H]3[C@H]([C@H](CN3C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]4C[C@H](CN4C(=O)[C@@H](NC2=O)[C@@H](C)O)O)[C@@H]([C@H](C5=CC=C(C=C5)O)O)O)[C@@H](C)O)C)O)O)O","1030.139","antiinfective"
"6917949","NA","18","4","C[C@H]1C(=O)N([C@@H]2CSC([C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C","1101.265","multi"
"6917907","8.0","6","2","CC/C(=C/[C@H](C)C/C=C/C(=C/[C@@H](C)C(=O)[C@@H](C)[C@@H]([C@@H](C)C/C(=C/C(=O)O)/C)O)/C)/C=C/[C@H]1[C@H](C=CC(=O)O1)C","540.741","multi"
"6917874","NA","17","4","C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@H](O2)[C@@]3(CC[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)[C@H]6[C@@H]([C@H]([C@@H]([C@](O6)(CC(=O)[O-])O)C)OC)OC)C)O)C)C)O[C@@H]7C[C@@H]([C@H]([C@@H](O7)C)OC)OC)(C)O)C.[NH4+]","934.171","antiinfective"
"6917871","1.0","15","2","CC1=NN(N=N1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C","593.634","antiinfective"
"6917864","0.0","8","1","C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C","384.425","antiinfective"
"6917862","NA","14","4","CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O.Cl","548.008","antiinfective"
"6917860","NA","9","2","C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N.[Na+]","554.524","antiinfective"
"6917819","0.0","6","1","CCOC(=O)NC1=CC=C(C=C1)SC[C@@H]2CO[C@@](O2)(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl","508.414","multi"
"6917738","1.0","9","0","CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@@H]5CO[C@@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl","705.641","antiinfective"
"6917721","NA","11","7","CCCCOC(=O)[C@@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)CO)O","548.59","antiinfective"
"6917670","NA","12","4","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O.O.O","465.493","multi"
"6917655","1.0","7","1","CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)OC)C","458.551","multi"
"6917067","NA","16","5","CC[C@@H]1[C@@]([C@@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O","835.086","antiinfective"
"6916142","1.0","3","1","C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](C3=CC=NC4=CC=CC=C34)O","294.398","antiinfective"
"6915944","1.0","10","4","C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O","395.408","antiinfective"
"6915744","NA","17","5","CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O","837.058","antiinfective"
"6915743","NA","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C\[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","antiinfective"
"6914346","0.0","7","2","CN1C(CSC1C2CSC(=C3C=CC=CC3=O)N2)C(=O)O","324.413","antiinfective"
"6913622","NA","15","6","C[C@H]1/C=C/C=C(/C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)\C","822.953","antiinfective"
"6870646","0.0","6","1","C1C(=O)NC(=O)N1/N=C/C=C/C2=CC=C(O2)[N+](=O)[O-]","264.197","antiinfective"
"6861563","0.0","3","2","CN1C2=CC=CC=C2/C(=N/NC(=S)N)/C1=O","234.277","antiinfective"
"6858006","NA","14","3","CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C","873.09","antiinfective"
"6857733","NA","18","4","C[C@H]1C(=O)N([C@H]2CSSC[C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)C","1087.238","antiinfective"
"6857732","NA","18","4","C[C@H]1C(=O)N([C@H]2CSC([C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C","1101.265","multi"
"6857724","0.0","7","4","C[C@]12C[C@]34C[C@H]1C[C@@H]([C@H]3[C@](C(=O)C=C4)(C)CCC(=O)NC5=C(C=CC(=C5O)C(=O)O)O)O2","441.48","antiinfective"
"6852032","NA","15","4","CC[C@@H]1[C@H](/C=C(\C=C\C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CCN3C[C@@H](C[C@@H](C3)C)C)C)/C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC","869.147","antiinfective"
"6850808","NA","22","18","CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O","1213.435","antiinfective"
"6842999","0.0","7","0","CC1CS(=O)(=O)CCN1/N=C/C2=CC=C(O2)[N+](=O)[O-]","287.29","antiinfective"
"6842115","NA","15","6","CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C","822.953","antiinfective"
"6835847","NA","15","6","CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C6CCCC6)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C","877.045","antiinfective"
"6828193","NA","14","5","CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C","847.019","antiinfective"
"6803597","1.0","10","4","C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O","395.408","antiinfective"
"6713990","NA","19","12","C[C@@H]1CCC2(CC[C@@]3(C(=CC[C@H]4[C@]3(CCC5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O[C@H]6C([C@@H]([C@@H](C(O6)CO[C@H]7C([C@@H]([C@@H](C(O7)CO)O[C@H]8C([C@H]([C@H](C(O8)C)O)O)O)O)O)O)O)O","959.133","antiinfective"
"6713951","1.0","3","1","C=C[C@@H]1CN2CCC1C[C@@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O","294.398","antiinfective"
"6713928","1.0","6","2","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C","361.416","antiinfective"
"6713914","NA","16","0","C[C@@H]1CC2(CO2)C(=O)[C@H](C([C@@H]([C@@H](OC(=O)[C@@H]([C@@H]([C@@H]([C@@H]1OC3C(C(CC(O3)C)N(C)C)OC(=O)C)C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C","813.979","antiinfective"
"6713178","NA","18","5","C[C@@H]1[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@@H]6[C@H](OC(=O)[C@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C","1255.438","multi"
"6712286","0.0","5","0","C[C@@H]1CCC2[C@H]([C@H](O[C@H]3C24C1CC[C@@](O3)(OO4)C)OC)C","298.379","antiinfective"
"6711250","2.0","3","2","CCCCCC1=C(NC(=C1)/C=C\2/C(=C/C(=C\3/C=CC=N3)/N2)OC)C","323.44","antiinfective"
"6711227","NA","15","5","CC[C@@H](C)[C@H]1[C@@H](CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O","1112.373","multi"
"6710770","0.0","14","10","CC([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H](C[C@@H](C([C@@H]2O)OC3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)O)O)O","496.558","antiinfective"
"6708521","NA","16","0","C[C@@H]1C[C@@H]([C@H](C(O1)O[C@H]2[C@H](C[C@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C","813.979","antiinfective"
"6708467","0.0","9","3","C[C@H]1C[C@@H]([C@@H]([C@H](C=C([C@H]([C@@H](C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC","560.644","multi"
"6610292","1.0","8","5","C[C@@H]1[C@@H]([C@](NC1=O)([C@H](C(C)C)O)C(=O)SC[C@@H](C(=O)O)NC(=O)C)O","376.424","antiinfective"
"6604350","NA","16","3","C[C@@H]1C/C=C\C=C/[C@@H]([C@@H](C[C@@H]([C@H]([C@@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O[C@@H]3C[C@]([C@@H]([C@@H](O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O","828.006","antiinfective"
"6604296","3.0","9","3","CCCCCC[C@@H]1[C@@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C","548.633","antiinfective"
"6604200","0.0","6","1","C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]","238.159","antiinfective"
"6604158","0.0","4","2","C[C@H]1[C@@H](O1)P(=O)(O)O","138.059","antiinfective"
"6604087","NA","9","2","C1C(=C(N2[C@@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N.[Na+]","554.524","antiinfective"
"6603320","NA","6","2","CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl","517.107","multi"
"6540821","NA","5","0","C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@@H]3[C@]24[C@H]1CC[C@](O3)(OO4)C)C","282.336","antiinfective"
"6540558","NA","16","5","C[C@H]1/C=C/C=C(\C(=O)N=C2C3=C(C4=C5C(=C(C(=C4C2=O)O)C)O[C@@](C5=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)NC6=C(O3)C=C(C=C6O)N7CCN(CC7)CC(C)C)/C","941.088","antiinfective"
"6540548","NA","15","6","C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C\NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C","877.045","antiinfective"
"6536864","NA","17","8","CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].O.O.O.O.O","636.648","antiinfective"
"6533629","0.0","10","3","CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)O","383.397","antiinfective"
"6526396","1.0","14","2","CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/C3=CSC(=N3)N)COC","557.593","antiinfective"
"6507974","NA","12","3","CCC1/C=C(/CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)/C(=C/C4CCC(C(C4)OC)O)/C)O)C)OC)OC)C)\C","792.02","antiinfective"
"6483431","1.0","8","3","C#C[C@]1([C@H](C[C@@H](O1)N2C=NC3=C2N=C(N=C3N)F)O)CO","293.258","antiinfective"
"6481583","1.0","5","3","C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C\Br)CO)O","333.138","antiinfective"
"6479653","NA","21","12","C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC\2CC3C(C(CC(O3)(CC(CC(CC(CC(CC(=O)CC(CC(=O)OC(C(/C=C/C=C/C=C\C=C/C=C/C=C/C=C2)C)C(C)CCC(CC(=O)C4=CC=C(C=C4)NC)O)O)O)O)O)O)O)O)C(=O)OC)O)N)O","1141.359","multi"
"6479523","1.0","7","4","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C","461.493","antiinfective"
"6475629","NA","12","3","CC[C@@H]1/C=C(/C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@H]4CC[C@@H]([C@@H](C4)OC)O)/C)O)C)OC)OC)C)\C","792.02","antiinfective"
"6474983","NA","18","5","CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)COC4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC","916.112","antiinfective"
"6474310","0.0","12","7","C1C(C[C@H](C([C@@H]1OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O","516.455","antiinfective"
"6474110","1.0","8","2","C[C@H]1/C=C/C(=O)NC/C=C/C(=C/[C@@H](CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)O[C@H]1C(C)C)O)/C","525.602","antiinfective"
"6474062","NA","21","9","C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C.C1=CN=CC=C1C(=O)NN.C1=CN=C(C=N1)C(=O)N","1083.21","antiinfective"
"6473973","0.0","14","7","C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](CC2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)OC4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O","665.733","antiinfective"
"6473883","NA","16","5","CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O","835.086","antiinfective"
"6473882","NA","14","5","CCN(CC)C1=NC2=C(S1)C3=C(C4=C2C5=C(C(=C4O)C)O[C@@](C5=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)N3)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O","809.972","antiinfective"
