"CID","HBondAcceptorCount","HBondDonorCount","IsomericSMILES","MolecularWeight","XLogP","drug_class","desalted_SMILES"
"124201618","11","2","CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H]([C@@H](/C=C/C(=O)NC/C=C\C(=C\[C@H](CC(=O)CC3=NC(=CO3)C2=O)O)\C)C)C(C)C","690.853","NA","antiinfective","CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CNC(=O)/C=C/[C@@H](C)[C@H](C(C)C)OC(=O)[C@@H]12"
"21943991","11","2","CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C1C(=O)O[C@@H]([C@@H](/C=C\C(=O)NC/C=C\C(=C/[C@H](CC(=O)CC3=NC(=CO3)C2=O)O)\C)C)C(C)C","690.853","2.2","antiinfective","CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)\C=C/CNC(=O)/C=C\[C@@H](C)[C@@H](C(C)C)OC(=O)C12"
"470125","11","2","CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@@H]([C@@H](C=CC(=O)NCC=CC(=C[C@H](CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C","690.853","2.2","antiinfective","CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)C=C(C)C=CCNC(=O)C=C[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12"
"23619293","4","2","CCN(CC)CCN1C(=NOC1=N)C2=CC=CC=C2.Cl","296.799","NA","cardio","CCN(CC)CCn1c(-c2ccccc2)noc1=N"
"3043582","4","1","CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC.Cl","401.935","NA","cardio","CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21"
"435439","11","0","CCN(CC)CCN1C2=C(C=CC(=C2)OC)C3=C1C4CC5C(CC(C(C5C(=O)OC)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC)CN4CC3","707.865","4.7","cardio","CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1CC3CC(OC(=O)c4cc(OC)c(OC)c(OC)c4)C(OC)C(C(=O)OC)C3CC21"
"20054848","11","0","CCN(CC)CCN1C2=C(C=CC(=C2)OC)C3=C1[C@H]4C[C@H]5[C@H](C[C@H]([C@@H]([C@H]5C(=O)OC)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC)CN4CC3","707.865","4.7","cardio","CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1C[C@H]3C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@@H](C(=O)OC)[C@H]3C[C@H]21"
"28329","4","0","CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C","279.344","0.3","respiratorysystem","CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C"
"16051921","4","3","CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O.Cl","392.324","NA","antiinfective","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O"
"107754","5","0","CCN(CC)N(N=O)[O-]","132.143","0.6","cardio","CCN(CC)N([O-])N=O"
"12450","1","0","CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3","385.575","6.1","antiinfective","CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1"
"132472048","15","4","CCN(C1=C(N=C(C=C1)N(CC)CC)N2CCN(CC2)CC(=O)[C@@H]3[C@@]4([C@H]([C@H]5C(=CC4)[C@@]6(C(=CC(=O)C=C6)CC5)C)C[C@H]3C)C)CC.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O","860.062","NA","gastrointestinal","CCN(CC)c1ccc(N(CC)CC)c(N2CCN(CC(=O)[C@H]3[C@H](C)C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)C5=CC[C@@]43C)CC2)n1"
"6473882","14","5","CCN(CC)C1=NC2=C(S1)C3=C(C4=C2C5=C(C(=C4O)C)O[C@@](C5=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)N3)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O","809.972","7.5","antiinfective","CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4"
"17683","6","1","CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl","466.015","NA","cns","CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1"
"8971","4","3","CCN(CCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC)CCCl.Cl.Cl","479.267","NA","antineoplastic","CCN(CCCl)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12"
"12947","8","4","CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O","433.948","NA","antiinfective","CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12"
"123983","3","1","CCN(C1=CC=CC=C1)C2=CC(=NC)N(C(=N2)C)C.Cl","292.811","NA","cardio","CCN(c1ccccc1)c1cc(=NC)n(C)c(C)n1"
"5702697","4","0","CCN\1C2=CC=CC=C2S/C1=C\C=C\C=C\C3=[N+](C4=CC=CC=C4S3)CC.[I-]","518.475","NA","antiinfective","CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21"
"6433197","4","0","CCN\1C2=CC=CC=C2S/C1=C/C=C/C=C/C3=[N+](C4=CC=CC=C4S3)CC.[I-]","518.475","NA","antiinfective","CCN1/C(=C\C=C\C=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21"
"74764517","4","0","CCN\1C2=CC=CC=C2S/C1=C/C=C/C=CC3=[N+](C4=CC=CC=C4S3)CC.[I-]","518.475","NA","antiinfective","CCN1/C(=C\C=C\C=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21"
"10579","3","0","CCN1C2=CC=CC=C2SC1=CC=CC=CC3=[N+](C4=CC=CC=C4S3)CC","391.571","7.0","antiinfective","CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21"
"3292","2","1","CCN1C(=O)C(NC1=O)C2=CC=CC=C2","204.229","1.0","cns","CCN1C(=O)NC(c2ccccc2)C1=O"
"9907157","4","1","CCN1CC/C(=C\C2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)/S1(=O)=O","365.532","4.9","antiinflammatory","CCN1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1(=O)=O"
"122130690","10","1","CCN1CC2(CC[C@@H]([C@@]34[C@@H]2[C@H]([C@H](C31)C5(C[C@@H]([C@@]6(C[C@@H]4[C@@H]5[C@H]6C(=O)C7=CC=C(C=C7)OC)O)OC)OC(=O)C)OC)OC)COC","627.775","2.5","gastrointestinal","CCN1CC2(COC)CC[C@H](OC)[C@]34C1[C@@H]([C@H](OC)[C@H]23)C1(OC(C)=O)C[C@H](OC)[C@]2(O)C[C@@H]4[C@@H]1[C@H]2C(=O)c1ccc(OC)cc1"
"2159","6","2","CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC","369.48","1.5","cns","CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC"
"3082221","5","2","CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC.Cl","390.923","NA","cns","CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC"
"5355","6","2","CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC","341.426","0.6","cns","CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"
"643497","6","2","CCN1CCC[C@@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC","341.426","0.6","cns","CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"
"3033769","4","2","CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O","347.236","2.9","cns","CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC"
"10958914","4","2","CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2O[11CH3])Cl)Cl)O","346.236","2.9","cns","CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1O[11CH3]"
"15565709","4","2","CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC.Cl","407.733","NA","cns","CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC"
"2630","13","4","CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O","645.666","-0.7","antiinfective","CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O"
"134694055","13","3","CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+]","667.648","NA","antiinfective","CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O"
"23679062","13","3","CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+]","667.648","NA","antiinfective","CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O"
"44187","13","4","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O","645.666","-0.7","antiinfective","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O"
"23663974","13","3","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+]","667.648","NA","antiinfective","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O"
"73246","9","4","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O.O","535.572","NA","antiinfective","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O"
"23666879","8","2","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+]","539.539","NA","antiinfective","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O"
"23695841","15","3","CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]","839.828","NA","antiinfective","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"71188","7","1","CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F","359.401","-0.2","antineoplastic","CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1"
"169743","4","3","CCN1CCC2=C(CC1)OC(=N2)N.Cl.Cl","254.155","NA","cardio","CCN1CCc2nc(N)oc2CC1"
"235227","5","2","CCNC1=C(C=C2C(=C1)OC3=CC(=NCC)C(=CC3=C2C4=CC=CC=C4C(=O)OCC)C)C.Cl","479.017","NA","antineoplastic","CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C"
"13651880","9","2","CCNC1=C(C=C2C(=C1)OC3=CC(=NCC)C(=CC3=C2C4=CC=CC=C4C(=O)OCC)C)C.OCl(=O)(=O)=O","543.013","NA","antineoplastic","CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C.[O-][Cl+3]([O-])([O-])O"
"5311027","4","4","CCNC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](CCC2=CC=CC=C2)O)O)O","415.574","2.8","cardio","CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1"
"73334","4","2","CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F.Cl","437.96","NA","cns","CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"
"11624303","6","3","CCNC(=O)NC1=NC2=C(N1)C=C(C(=C2)OC)C3=CN=C(N=C3)OC","342.359","1.4","antineoplastic","CCNC(=O)Nc1nc2cc(OC)c(-c3cnc(OC)nc3)cc2[nH]1"
"122220","12","13","CCNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)N(C)C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC","1036.294","0.6","cns","CCNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)N(C)C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC"
"50225","15","15","CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6","1239.447","-0.1","reproductivecontrol","CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"
"71312097","12","8","CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O.O.Cl","554.001","NA","cardio","CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O"
"23664882","11","5","CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)[O-])O)O.[Na+]","521.51","NA","cardio","CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)[O-])cc4)nc32)[C@H](O)[C@@H]1O"
"52988259","2","1","CCNC(C)C(=O)C1=CC=C(C=C1)C","191.274","2.3","cns","CCNC(C)C(=O)c1ccc(C)cc1"
"52911279","3","1","CCNC1(CCCCC1=O)C2=CC(=CC=C2)OC","247.338","2.3","cns","CCNC1(c2cccc(OC)c2)CCCCC1=O"
"26534","3","2","CCNC1(CCCCC1=O)C2=CC=CS2.Cl","259.792","NA","cns","CCNC1(c2cccs2)CCCCC1=O"
"123999","7","2","CCNC1(CCCCC1=O)C2=CC=CS2.CC1=NN(C2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F)C.Cl","546.102","NA","cns","CCNC1(c2cccs2)CCCCC1=O.Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C"
"171544","2","2","CCNC1=NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3.Cl","337.244","NA","cns","CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1"
"102773","1","2","CCNC1C2CCC(C2)C1C3=CC=CC=C3.Cl","251.798","NA","cns","CCNC1C2CCC(C2)C1c1ccccc1"
"11953952","27","8","CCNC1COC(CC1OC)OC2C(C(C(OC2O[C@H]3C#C/C=C\C#C[C@@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NOC5CC(C(C(O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)OC7C(C(C(C(O7)C)O)OC)O)I)C)O)O","1368.341","2.0","antineoplastic","CCNC1COC(OC2C(O[C@H]3C#C/C=C\C#C[C@]4(O)CC(=O)C(NC(=O)OC)=C3/C4=C\CSSSC)OC(C)C(NOC3CC(O)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C2O)CC1OC"
"164652","3","4","CCNCC(C1=CC(=CC=C1)O)O.Cl","217.693","NA","cardio","CCNCC(O)c1cccc(O)c1"
"163608","3","2","CCNCC.N=O","104.153","NA","cardio","CCNCC.N=O"
"17506","6","4","CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O","263.308","NA","hematologic","CCNCC.O=S(=O)(O)c1cc(O)ccc1O"
"131887750","2","1","CCNCC.[N]=O","103.145","NA","cardio","CCNCC.[N]=O"
"4283","4","4","CCNCCCNCCCCNCCCNCC","258.454","0.7","antineoplastic","CCNCCCNCCCCNCCCNCC"
"251643","9","4","CCNNC(=O)[C@H]1[C@@H]([C@H](C2=CC3=C(C=C2[C@H]1C4=CC(=C(C(=C4)OC)OC)OC)OCO3)O)CO","474.51","1.8","antineoplastic","CCNNC(=O)[C@@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2[C@H](O)[C@H]1CO)OCO3"
"102594487","12","8","CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3[C@@H](CC[C@H](O3)CN)N)N","477.603","-4.2","antiinfective","CCN[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"23581789","16","10","CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N.OS(=O)(=O)O","573.659","NA","antiinfective","CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"62115","44","26","CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N.CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O","1441.534","NA","antiinfective","CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"9912913","12","8","CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N","477.603","-4.2","antiinfective","CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"131843886","27","8","CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C#C/C=C/C#C[C@@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O","1368.341","2.0","antineoplastic","CCN[C@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(OC)c4OC)[C@@H](C)O3)[C@@H](C)O[C@H]2O[C@H]2C#C/C=C/C#C[C@]3(O)CC(=O)C(NC(=O)OC)=C2/C3=C\CSSSC)C[C@@H]1OC"
"101617325","27","8","CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C#C/C=C\C#C[C@@]\4(CC(=O)C(=C3/C4=C/CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O","1368.341","2.0","antineoplastic","CCN[C@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(OC)c4OC)[C@@H](C)O3)[C@@H](C)O[C@H]2O[C@H]2C#C/C=C\C#C[C@]3(O)CC(=O)C(NC(=O)OC)=C2/C3=C/CSSSC)C[C@@H]1OC"
"10953353","27","8","CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C#C/C=C\C#C[C@@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O","1368.341","2.0","antineoplastic","CCN[C@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(OC)c4OC)[C@@H](C)O3)[C@@H](C)O[C@H]2O[C@H]2C#C/C=C\C#C[C@]3(O)CC(=O)C(NC(=O)OC)=C2/C3=C\CSSSC)C[C@@H]1OC"
"56927672","27","8","CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@@H](O[C@H]2O[C@H]3C#C/C=C\C#C[C@@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O","1368.341","2.0","antineoplastic","CCN[C@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(OC)c4OC)[C@@H](C)O3)[C@H](C)O[C@H]2O[C@H]2C#C/C=C\C#C[C@]3(O)CC(=O)C(NC(=O)OC)=C2/C3=C\CSSSC)C[C@@H]1OC"
"6918132","7","3","CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl","360.886","NA","cardio","CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21"
"65211","4","2","CCNC1=C(C=C2C(=C1)OC3=CC(=[NH+]CC)C(=CC3=C2C4=CC=CC=C4C(=O)OCC)C)C","443.567","5.1","antineoplastic","CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C"
"60848","5","2","CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)OC","379.464","3.0","antiinfective","CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1"
"129651411","11","9","CCO.C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=C(C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O.O.Cl","544.982","NA","antiinfective","CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21"
"54732805","20","16","CCO.C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=C(C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O.C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=C(C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O.O.Cl.Cl","1025.88","NA","antiinfective","CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21"
