image_name,tags,smiles,Col3
pics/4493,antiinfective,CN1C/C(=C\c2ccc(B(O)O)cc2)C(=O)/C(=C/c2ccc(B(O)O)cc2)C1,['antiinfective']
pics/4494,cardio,C[N+](C)(C)NCCC(=O)[O-],['cardio']
pics/4495,gastrointestinal,O=[Mg],['gastrointestinal']
pics/4496,antiinfective antineoplastic,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C=C(C2=O)[C@H](OC)[C@@H](C)C[C@H](OC)[C@H](OC)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O,"['antiinfective', 'antineoplastic']"
pics/4497,cns antiinfective antineoplastic,CC1=CC(O)=C2C(=O)C3C(O)=CC(O)C4=C3C3=C5C6C4=C(O)C([123I])=C(O)C6C(=O)C4=C(O)C=C(C)C(C45)C1C23,"['cns', 'antiinfective', 'antineoplastic']"
pics/4498,cns,C=C(C)C1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)C34O[C@@H]3C[C@]2(O)[C@@]14C.CC(C)(O)C1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)C34O[C@@H]3C[C@]2(O)[C@@]14C,['cns']
pics/4499,antiinfective,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,['antiinfective']
pics/4500,cns,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,['cns']
pics/4501,urological cardio,CC(O)C(=O)O.CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,"['urological', 'cardio']"
pics/4502,antiinfective,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,['antiinfective']
pics/4503,cns,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,['cns']
pics/4504,antiinfective,CN(CC[C@@H](N)CC(=O)N[C@H]1C=C[C@H](n2ccc(N)nc2=O)O[C@@H]1C(=O)O)C(=N)N,['antiinfective']
pics/4505,lipidregulating,O=C1C[C@H](O)C[C@@H](CCc2ccc(Cl)cc2Cl)O1,['lipidregulating']
pics/4506,antiinflammatory,CC(=O)Oc1ccccc1C(=O)O.[Al+3],['antiinflammatory']
pics/4507,antiinfective,c1ccc2[nH]cnc2c1,['antiinfective']
pics/4508,antiinfective,O=c1ncnc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]cc1-2,['antiinfective']
pics/4509,reproductivecontrol,COC(=O)CCC=C=CC[C@@H]1C(/C=C/[C@@H](O)COc2ccccc2)[C@H](O)C[C@@H]1O,['reproductivecontrol']
pics/4510,cns,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,['cns']
pics/4511,cardio,NC(N)=NCC1COC2(CCCCC2)O1.NC(N)=NCC1COC2(CCCCC2)O1,['cardio']
pics/4512,respiratorysystem,COc1cc(CC2[NH2+]CCc3cc(O)c(O)cc32)cc(OC)c1OC,['respiratorysystem']
pics/4513,antiinfective,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,['antiinfective']
pics/4514,antiinfective,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)C(=NO)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O,['antiinfective']
pics/4515,antiinfective,COC1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)C(O)C(C)[C@H](OC(C)=O)[C@@H]1C,['antiinfective']
pics/4516,gastrointestinal cns,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.[H+].[H+],"['gastrointestinal', 'cns']"
pics/4517,antiinfective,CCCCOC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]([C@H](C=O)NC(C)=O)[C@H](O)[C@H](O)CO,['antiinfective']
pics/4518,antiinflammatory,O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O,['antiinflammatory']
pics/4519,antineoplastic,Cc1cc(=O)c2c(O)cc3c(c2o1)C(=O)c1c(cc(O)c(Cl)c1O)C3=O,['antineoplastic']
pics/4520,gastrointestinal cns,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1[C@@H]1C[C@H](O)CC[C@H]1[C@H](C)N2,"['gastrointestinal', 'cns']"
pics/4521,cns,CN1CC2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1,['cns']
pics/4522,reproductivecontrol,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,['reproductivecontrol']
pics/4523,antiinfective,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c([NH3+])ncnc21,['antiinfective']
pics/4524,antiinfective,Cc1cn([C@H]2C[C@H](F)C(CO)O2)c(=O)[nH]c1=O,['antiinfective']
pics/4525,antineoplastic,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@H](O)[C@H](OC)[C@H](C)O5)[C@@H](O)[C@@H](C)O4)cc(O)c3c(O)c2C(=O)[C@H]1O[C@@H]1C[C@H](OC2C[C@H](O)[C@@H](O)[C@H](C)O2)[C@@H](O)[C@H](C)O1,['antineoplastic']
pics/4526,antiinfective,N[C@@H](C[Se][Se]C[C@H](N)C(=O)O)C(=O)O,['antiinfective']
pics/4527,antineoplastic,CC(c1ccccc1)C1C(=O)NC(=O)C1CCC(C(N)=O)C(CCC(CC(=O)[O-])C(N)=O)C(=O)[O-],['antineoplastic']
pics/4528,cns,CCN(CC)C(C)C(=O)c1ccccc1,['cns']
pics/4529,cns,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,['cns']
pics/4530,cns,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C.CC(O)C(=O)O,['cns']
pics/4531,hematologic cardio,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1.CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1.[Zn+2],"['hematologic', 'cardio']"
pics/4532,antiinfective cardio,C=C[C@@H]1CN2CC[C@@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,"['antiinfective', 'cardio']"
pics/4533,respiratorysystem,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,['respiratorysystem']
pics/4534,antiinfective,CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,['antiinfective']
pics/4535,cns,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,['cns']
pics/4536,antineoplastic,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,['antineoplastic']
pics/4537,antineoplastic,N#C[C@H](OC1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,['antineoplastic']
pics/4538,antineoplastic,CC(C)N.CC(C)N.Cl[Pt]Cl,['antineoplastic']
pics/4539,antiinfective,Nc1ncnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,['antiinfective']
pics/4540,antineoplastic,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,['antineoplastic']
pics/4541,antineoplastic reproductivecontrol,CN(C)c1ccc([C@H]2C[C@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,"['antineoplastic', 'reproductivecontrol']"
pics/4542,antineoplastic,NCCCNc1ccc2c3c([nH]n2CC[NH2+]CCO)c2c(c(O)c13)C(=O)C=CC2=O,['antineoplastic']
pics/4543,cns,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,['cns']
pics/4544,gastrointestinal antineoplastic,C[C@@H](O)C(CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,"['gastrointestinal', 'antineoplastic']"
pics/4545,antineoplastic,CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21,['antineoplastic']
pics/4546,cns,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,['cns']
pics/4547,hematologic,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,['hematologic']
pics/4548,lipidregulating,NCCNCCNCCNCCN,['lipidregulating']
pics/4549,antiinflammatory,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,['antiinflammatory']
pics/4550,antineoplastic,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,['antineoplastic']
pics/4551,cns,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,['cns']
pics/4552,gastrointestinal antiinfective antiinflammatory,O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,"['gastrointestinal', 'antiinfective', 'antiinflammatory']"
pics/4553,antiinfective,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,['antiinfective']
pics/4554,antiinfective,CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O,['antiinfective']
pics/4555,cns,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C.CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,['cns']
pics/4556,cardio,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,['cardio']
pics/4557,cns,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,['cns']
pics/4558,antiinfective antineoplastic,Nc1ccn(C2COC(CO)O2)c(=O)n1,"['antiinfective', 'antineoplastic']"
pics/4559,antiinflammatory,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]2O)CC[C@]2(C)[C@@H]3C(=O)C=C4[C@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,['antiinflammatory']
pics/4560,hematologic cardio,C[C@@H]1C(=O)O[C@H]2C(O)C34[C@H]5CC(C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,"['hematologic', 'cardio']"
pics/4561,cardio,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,['cardio']
pics/4562,hematologic cardio,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1,"['hematologic', 'cardio']"
pics/4563,cardio,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,['cardio']
pics/4564,cardio,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,['cardio']
pics/4565,cardio,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,['cardio']
pics/4566,cns cardio,O=P(O)(O)OC[C@H]1O[C@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,"['cns', 'cardio']"
pics/4567,hematologic cardio antiinflammatory,CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O,"['hematologic', 'cardio', 'antiinflammatory']"
pics/4568,antiinfective,O=S(=O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4nc2C=C4)C=C3)cc1,['antiinfective']
pics/4569,antiinfective,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,['antiinfective']
pics/4570,cns,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,['cns']
pics/4571,antiinfective,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,['antiinfective']
pics/4572,antiinfective,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,['antiinfective']
pics/4573,antineoplastic,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,['antineoplastic']
pics/4574,antiinflammatory,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,['antiinflammatory']
pics/4575,antiinfective,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,['antiinfective']
pics/4576,antiinfective,C/C1=C\C[C@@H]2CC(C[C@]3(CC[C@H](C)[C@@H](C)O3)O2)OC(=O)c2cc(C)c(O)cc2/C(C)=C/C=C/[C@H](C)C1,['antiinfective']
pics/4577,cns,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,['cns']
pics/4578,antiinfective,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,['antiinfective']
pics/4579,antineoplastic reproductivecontrol,CC(=O)c1cc(O)c(C(C)C)c2cc(C)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O)c(O)c12,"['antineoplastic', 'reproductivecontrol']"
pics/4580,cardio,CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4C21O,['cardio']
pics/4581,antiinfective,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,['antiinfective']
pics/4582,cns,CNCC/C=C1\c2ccccc2COc2ccccc21,['cns']
pics/4583,hematologic cardio,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,"['hematologic', 'cardio']"
pics/4584,antiinfective,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,['antiinfective']
pics/4585,antiinfective,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,['antiinfective']
pics/4586,antineoplastic antiinflammatory,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,"['antineoplastic', 'antiinflammatory']"
pics/4587,cns,Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,['cns']
pics/4588,cardio,O=C(NC1CCSC2CCCC(C(=O)O)N2C1=O)C(S)Cc1ccccc1,['cardio']
pics/4589,antineoplastic,O=C1OC(=O)C2C3CCC(O3)C12,['antineoplastic']
pics/4590,cardio,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O,['cardio']
pics/4591,lipidregulating,COCCOC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,['lipidregulating']
pics/4592,antiinfective,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,['antiinfective']
pics/4593,cardio,CC1CCCN(c2nc3[nH]cnc(=O)c3s2)C1,['cardio']
pics/4594,cns cardio,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,"['cns', 'cardio']"
pics/4595,antiinfective antineoplastic,CC(C)CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,"['antiinfective', 'antineoplastic']"
pics/4596,lipidregulating,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.NC(=O)CC[C@H](N)C(=O)O,['lipidregulating']
pics/4597,hematologic cardio antiinflammatory,COc1cc2c(cc1OC)C(Cc1ccc(Oc3cc(CC4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2,"['hematologic', 'cardio', 'antiinflammatory']"
pics/4598,cardio,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,['cardio']
pics/4599,antiinfective,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(=O)[nH]c1C,['antiinfective']
pics/4600,gastrointestinal,O=C1c2c(O)cccc2C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,['gastrointestinal']
pics/4601,antiinfective antineoplastic,C=COC=C.O=C1C=CC(=O)O1,"['antiinfective', 'antineoplastic']"
pics/4602,antiinflammatory,CCCC1(CCC)CCC2(CCN(CCCN(C)C)C2)CC1,['antiinflammatory']
pics/4603,antiinfective,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@@H]2SC1,['antiinfective']
pics/4604,antiinflammatory,C=C1CC/C=C(\C)CCC2C1CC2(C)C,['antiinflammatory']
pics/4605,gastrointestinal hematologic,O=C(O)CC(O)(CC(=O)O)C(=O)O,"['gastrointestinal', 'hematologic']"
pics/4606,antiinfective antiinflammatory,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,"['antiinfective', 'antiinflammatory']"
pics/4607,antineoplastic,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O,['antineoplastic']
pics/4608,antineoplastic,COc1ccc(CC(O)c2cc(OC)c(OC)c(OC)c2)cc1O,['antineoplastic']
pics/4609,antiinflammatory,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,['antiinflammatory']
pics/4610,antiinfective,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,['antiinfective']
pics/4611,cns,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,['cns']
pics/4612,antineoplastic,O=C(O)C1(C(=O)O)CCC1.[Pt+2],['antineoplastic']
pics/4613,antiinfective,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,['antiinfective']
pics/4614,reproductivecontrol cardio,C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@@H]34)[C@@H]2C1,"['reproductivecontrol', 'cardio']"
pics/4615,antiinfective,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(N)C3=CCC=CC3)[C@H]2SC1,['antiinfective']
pics/4616,antineoplastic,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,['antineoplastic']
pics/4617,cns,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,['cns']
pics/4618,dermatologic antiinfective,NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1.O=C(O)C(O)C(O)C(O)C(O)CO.O=C(O)C(O)C(O)C(O)C(O)CO,"['dermatologic', 'antiinfective']"
pics/4619,antiinfective,CC1/C=C\C=C/CC/C=C\C=C/C=C\C=C/C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,['antiinfective']
pics/4620,antiinfective,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,['antiinfective']
pics/4621,antiinfective,CC1CC2OC2/C=C\C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,['antiinfective']
pics/4622,antineoplastic,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1,['antineoplastic']
pics/4623,antiinfective,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,['antiinfective']
pics/4624,dermatologic,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)/C=C/[C@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,['dermatologic']
pics/4625,antiinfective,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,['antiinfective']
pics/4626,respiratorysystem,CC(C)[N+]1(C)C2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,['respiratorysystem']
pics/4627,reproductivecontrol,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,['reproductivecontrol']
pics/4628,cardio,CO[C@@H]1[C@@H](O)[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@@H]3C2)O[C@H](C)[C@H]1O,['cardio']
pics/4629,cns,CNCCCN1c2ccccc2CCc2cc(O)ccc21,['cns']
pics/4630,cardio,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,['cardio']
pics/4631,antiinfective,CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1O,['antiinfective']
pics/4632,cns,CCCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,['cns']
pics/4633,antiinfective,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,['antiinfective']
pics/4634,antiinfective,NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,['antiinfective']
pics/4635,antiinfective,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,['antiinfective']
pics/4636,antiinfective,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O,['antiinfective']
pics/4637,antiinfective,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,['antiinfective']
pics/4638,antiinfective,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)C(NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,['antiinfective']
pics/4639,antiinfective antineoplastic,COC1=C(C(=O)O)[C@@H](C)[C@]23O[C@@]24c2cc(O)c5c(c2N[C@@H]3C#C/C=C\C#C[C@@H]14)C(=O)c1c(O)ccc(O)c1C5=O,"['antiinfective', 'antineoplastic']"
pics/4640,cns,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,['cns']
pics/4641,antiinfective,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@@]2(C)[C@H](C)CC[C@@]3(CCC(=O)[C@@H]23)[C@@H](C)[C@@H]1O,['antiinfective']
pics/4642,antiinfective,CN[C@@H]1[C@@H](O)C(OC2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](C(C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@H]2O)OC[C@]1(C)O,['antiinfective']
pics/4643,respiratorysystem,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,['respiratorysystem']
pics/4644,cns,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,['cns']
pics/4645,antiinfective,C[C@@H]1CC[C@H]2[C@@H](C)C(O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,['antiinfective']
pics/4646,cardio,NCCNCCN,['cardio']
pics/4647,antiinfective,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,['antiinfective']
pics/4648,cns,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1C1=NC(=C2C=C(O)C(=O)C([N+](=O)[O-])=C2)ON1,['cns']
pics/4649,antineoplastic,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1,['antineoplastic']
pics/4650,cns,C=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,['cns']
pics/4651,antiinfective,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-],['antiinfective']
